instance,algorithm,n,m,total_weight,backward_weight,forward_weight,forward_ratio,runtime,status,error,source_type,external_version_or_commit
bad5,lrta_full,10,11,20886.0,770.0,20116.0,0.9631331992722397,0.0008475780487060547,ok,,in-repo,
bad5,wmsf_seed,10,11,20886.0,770.0,20116.0,0.9631331992722397,0.0008640289306640625,ok,,in-repo,
bad5,ipsns_full,10,11,20886.0,770.0,20116.0,0.9631331992722397,0.010837316513061523,ok,,in-repo,
bad5,borda_net_score,10,11,20886.0,6714.0,14172.0,0.6785406492387245,0.000438690185546875,ok,,in-repo,
bad5,weighted_eades,10,11,20886.0,1699.0,19187.0,0.918653643589007,0.0004298686981201172,ok,,in-repo,
bad5,random_multistart,10,11,20886.0,5015.0,15871.0,0.7598870056497176,0.0006222724914550781,ok,,in-repo,
bad5,igraph_approx_eades,10,11,20886.0,1699.0,19187.0,0.918653643589007,0.0004551410675048828,ok,,external-wrapper,python-igraph==1.0.0
bad5,drmaciver_fas,10,11,20886.0,770.0,20116.0,0.9631331992722397,0.003734111785888672,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
bad6,lrta_full,9,10,11262.0,218.0,11044.0,0.9806428698277393,0.0007910728454589844,ok,,in-repo,
bad6,wmsf_seed,9,10,11262.0,218.0,11044.0,0.9806428698277393,0.0009222030639648438,ok,,in-repo,
bad6,ipsns_full,9,10,11262.0,218.0,11044.0,0.9806428698277393,0.013706445693969727,ok,,in-repo,
bad6,borda_net_score,9,10,11262.0,2425.0,8837.0,0.7846741253773752,0.0007493495941162109,ok,,in-repo,
bad6,weighted_eades,9,10,11262.0,1248.0,10014.0,0.8891848694725626,0.0007796287536621094,ok,,in-repo,
bad6,random_multistart,9,10,11262.0,1639.0,9623.0,0.8544663470076364,0.001219034194946289,ok,,in-repo,
bad6,igraph_approx_eades,9,10,11262.0,1248.0,10014.0,0.8891848694725626,0.0010542869567871094,ok,,external-wrapper,python-igraph==1.0.0
bad6,drmaciver_fas,9,10,11262.0,218.0,11044.0,0.9806428698277393,0.0063173770904541016,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
bad7,lrta_full,19,21,34295.0,1724.0,32571.0,0.9497302813821257,0.0016646385192871094,ok,,in-repo,
bad7,wmsf_seed,19,21,34295.0,1724.0,32571.0,0.9497302813821257,0.0017952919006347656,ok,,in-repo,
bad7,ipsns_full,19,21,34295.0,1724.0,32571.0,0.9497302813821257,0.016600847244262695,ok,,in-repo,
bad7,borda_net_score,19,21,34295.0,9989.0,24306.0,0.7087330514652281,0.0004382133483886719,ok,,in-repo,
bad7,weighted_eades,19,21,34295.0,1874.0,32421.0,0.9453564659571366,0.00045108795166015625,ok,,in-repo,
bad7,random_multistart,19,21,34295.0,8860.0,25435.0,0.7416533022306459,0.0007963180541992188,ok,,in-repo,
bad7,igraph_approx_eades,19,21,34295.0,1874.0,32421.0,0.9453564659571366,0.0004639625549316406,ok,,external-wrapper,python-igraph==1.0.0
bad7,drmaciver_fas,19,21,34295.0,1724.0,32571.0,0.9497302813821257,0.13191890716552734,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
bad,lrta_full,4,4,4.0,1.0,3.0,0.75,0.0005221366882324219,ok,,in-repo,
bad,wmsf_seed,4,4,4.0,1.0,3.0,0.75,0.00044035911560058594,ok,,in-repo,
bad,ipsns_full,4,4,4.0,1.0,3.0,0.75,0.004063606262207031,ok,,in-repo,
bad,borda_net_score,4,4,4.0,1.0,3.0,0.75,0.00039649009704589844,ok,,in-repo,
bad,weighted_eades,4,4,4.0,1.0,3.0,0.75,0.00041985511779785156,ok,,in-repo,
bad,random_multistart,4,4,4.0,1.0,3.0,0.75,0.0004780292510986328,ok,,in-repo,
bad,igraph_approx_eades,4,4,4.0,1.0,3.0,0.75,0.0004096031188964844,ok,,external-wrapper,python-igraph==1.0.0
bad,drmaciver_fas,4,4,4.0,1.0,3.0,0.75,0.0020151138305664062,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
grid,lrta_full,1001,3000,5616947.0,32957.0,5583990.0,0.9941325777152606,0.13512325286865234,ok,,in-repo,
grid,wmsf_seed,1001,3000,5616947.0,33294.0,5583653.0,0.9940725807097699,0.025678634643554688,ok,,in-repo,
grid,ipsns_full,1001,3000,5616947.0,32954.0,5583993.0,0.9941331118132324,0.4380638599395752,ok,,in-repo,
grid,borda_net_score,1001,3000,5616947.0,1816413.0,3800534.0,0.6766191669602722,0.00396418571472168,ok,,in-repo,
grid,weighted_eades,1001,3000,5616947.0,540843.0,5076104.0,0.9037122835590223,0.03814053535461426,ok,,in-repo,
grid,random_multistart,1001,3000,5616947.0,2645056.0,2971891.0,0.5290936517649178,0.03316688537597656,ok,,in-repo,
grid,igraph_approx_eades,1001,3000,5616947.0,510323.0,5106624.0,0.9091458402580619,0.004842519760131836,ok,,external-wrapper,python-igraph==1.0.0
grid,drmaciver_fas,1001,3000,5616947.0,58787.0,5558160.0,0.9895339941786881,6.26163387298584,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
r1000,lrta_full,999,3960,41238.0,4375.0,36863.0,0.8939085309665842,0.15001440048217773,ok,,in-repo,
r1000,wmsf_seed,999,3960,41238.0,4535.0,36703.0,0.8900286143847908,0.3884749412536621,ok,,in-repo,
r1000,ipsns_full,999,3960,41238.0,4055.0,37183.0,0.9016683641301712,57.05948734283447,ok,,in-repo,
r1000,borda_net_score,999,3960,41238.0,12394.0,28844.0,0.6994519617828217,0.004784345626831055,ok,,in-repo,
r1000,weighted_eades,999,3960,41238.0,7495.0,33743.0,0.8182501576216111,0.032798051834106445,ok,,in-repo,
r1000,random_multistart,999,3960,41238.0,19689.0,21549.0,0.5225520151316747,0.040874481201171875,ok,,in-repo,
r1000,igraph_approx_eades,999,3960,41238.0,7140.0,34098.0,0.8268587225374654,0.005643606185913086,ok,,external-wrapper,python-igraph==1.0.0
r1000,drmaciver_fas,999,3960,41238.0,5649.0,35589.0,0.8630146951840535,6.257203102111816,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
rd_1024_2048_1,lrta_full,1024,2047,10174552.0,296189.0,9878363.0,0.9708892342385198,0.05051064491271973,ok,,in-repo,
rd_1024_2048_1,wmsf_seed,1024,2047,10174552.0,322617.0,9851935.0,0.9682917734363145,0.43372011184692383,ok,,in-repo,
rd_1024_2048_1,ipsns_full,1024,2047,10174552.0,285351.0,9889201.0,0.9719544408441767,16.71441340446472,ok,,in-repo,
rd_1024_2048_1,borda_net_score,1024,2047,10174552.0,2679487.0,7495065.0,0.7366481590540792,0.003268718719482422,ok,,in-repo,
rd_1024_2048_1,weighted_eades,1024,2047,10174552.0,971257.0,9203295.0,0.9045405635550342,0.021477460861206055,ok,,in-repo,
rd_1024_2048_1,random_multistart,1024,2047,10174552.0,4687367.0,5487185.0,0.5393048263943219,0.029247045516967773,ok,,in-repo,
rd_1024_2048_1,igraph_approx_eades,1024,2047,10174552.0,926106.0,9248446.0,0.908978203659483,0.003596782684326172,ok,,external-wrapper,python-igraph==1.0.0
rd_1024_2048_1,drmaciver_fas,1024,2047,10174552.0,713601.0,9460951.0,0.9298641355412995,6.3649609088897705,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
rd_big,lrta_full,1000,2999,14980648.0,1096757.0,13883891.0,0.9267884139591291,0.11482620239257812,ok,,in-repo,
rd_big,wmsf_seed,1000,2999,14980648.0,1168443.0,13812205.0,0.922003173694489,0.6493895053863525,ok,,in-repo,
rd_big,ipsns_full,1000,2999,14980648.0,1061050.0,13919598.0,0.9291719557124631,35.64498257637024,ok,,in-repo,
rd_big,borda_net_score,1000,2999,14980648.0,4284108.0,10696540.0,0.7140238526397523,0.004103660583496094,ok,,in-repo,
rd_big,weighted_eades,1000,2999,14980648.0,2232857.0,12747791.0,0.8509505730326218,0.02857518196105957,ok,,in-repo,
rd_big,random_multistart,1000,2999,14980648.0,7253591.0,7727057.0,0.5158025874448154,0.03790569305419922,ok,,in-repo,
rd_big,igraph_approx_eades,1000,2999,14980648.0,2076676.0,12903972.0,0.8613760900062534,0.005729198455810547,ok,,external-wrapper,python-igraph==1.0.0
rd_big,drmaciver_fas,1000,2999,14980648.0,1614481.0,13366167.0,0.8922288942374188,6.256046533584595,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete2,lrta_full,2,2,2.0,1.0,1.0,0.5,0.0005280971527099609,ok,,in-repo,
complete2,wmsf_seed,2,2,2.0,1.0,1.0,0.5,0.0004930496215820312,ok,,in-repo,
complete2,ipsns_full,2,2,2.0,1.0,1.0,0.5,0.0034813880920410156,ok,,in-repo,
complete2,borda_net_score,2,2,2.0,1.0,1.0,0.5,0.0004150867462158203,ok,,in-repo,
complete2,weighted_eades,2,2,2.0,1.0,1.0,0.5,0.0004189014434814453,ok,,in-repo,
complete2,random_multistart,2,2,2.0,1.0,1.0,0.5,0.0004546642303466797,ok,,in-repo,
complete2,igraph_approx_eades,2,2,2.0,1.0,1.0,0.5,0.0004258155822753906,ok,,external-wrapper,python-igraph==1.0.0
complete2,drmaciver_fas,2,2,2.0,1.0,1.0,0.5,0.002025127410888672,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete3,lrta_full,3,6,6.0,3.0,3.0,0.5,0.0007939338684082031,ok,,in-repo,
complete3,wmsf_seed,3,6,6.0,3.0,3.0,0.5,0.0008440017700195312,ok,,in-repo,
complete3,ipsns_full,3,6,6.0,3.0,3.0,0.5,0.011435985565185547,ok,,in-repo,
complete3,borda_net_score,3,6,6.0,3.0,3.0,0.5,0.0007176399230957031,ok,,in-repo,
complete3,weighted_eades,3,6,6.0,3.0,3.0,0.5,0.0007395744323730469,ok,,in-repo,
complete3,random_multistart,3,6,6.0,3.0,3.0,0.5,0.0008409023284912109,ok,,in-repo,
complete3,igraph_approx_eades,3,6,6.0,3.0,3.0,0.5,0.0007979869842529297,ok,,external-wrapper,python-igraph==1.0.0
complete3,drmaciver_fas,3,6,6.0,3.0,3.0,0.5,0.0019257068634033203,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete4,lrta_full,4,12,12.0,6.0,6.0,0.5,0.0007936954498291016,ok,,in-repo,
complete4,wmsf_seed,4,12,12.0,6.0,6.0,0.5,0.0008828639984130859,ok,,in-repo,
complete4,ipsns_full,4,12,12.0,6.0,6.0,0.5,0.011724472045898438,ok,,in-repo,
complete4,borda_net_score,4,12,12.0,6.0,6.0,0.5,0.000408172607421875,ok,,in-repo,
complete4,weighted_eades,4,12,12.0,6.0,6.0,0.5,0.0003924369812011719,ok,,in-repo,
complete4,random_multistart,4,12,12.0,6.0,6.0,0.5,0.0005142688751220703,ok,,in-repo,
complete4,igraph_approx_eades,4,12,12.0,6.0,6.0,0.5,0.00039839744567871094,ok,,external-wrapper,python-igraph==1.0.0
complete4,drmaciver_fas,4,12,12.0,6.0,6.0,0.5,0.0018587112426757812,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete5,lrta_full,5,20,20.0,10.0,10.0,0.5,0.0008051395416259766,ok,,in-repo,
complete5,wmsf_seed,5,20,20.0,10.0,10.0,0.5,0.0009324550628662109,ok,,in-repo,
complete5,ipsns_full,5,20,20.0,10.0,10.0,0.5,0.018198251724243164,ok,,in-repo,
complete5,borda_net_score,5,20,20.0,10.0,10.0,0.5,0.0004329681396484375,ok,,in-repo,
complete5,weighted_eades,5,20,20.0,10.0,10.0,0.5,0.00039124488830566406,ok,,in-repo,
complete5,random_multistart,5,20,20.0,10.0,10.0,0.5,0.0005819797515869141,ok,,in-repo,
complete5,igraph_approx_eades,5,20,20.0,10.0,10.0,0.5,0.00042247772216796875,ok,,external-wrapper,python-igraph==1.0.0
complete5,drmaciver_fas,5,20,20.0,10.0,10.0,0.5,0.0018646717071533203,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete6,lrta_full,6,30,30.0,15.0,15.0,0.5,0.0008425712585449219,ok,,in-repo,
complete6,wmsf_seed,6,30,30.0,15.0,15.0,0.5,0.001004934310913086,ok,,in-repo,
complete6,ipsns_full,6,30,30.0,15.0,15.0,0.5,0.018801212310791016,ok,,in-repo,
complete6,borda_net_score,6,30,30.0,15.0,15.0,0.5,0.0004239082336425781,ok,,in-repo,
complete6,weighted_eades,6,30,30.0,15.0,15.0,0.5,0.00042557716369628906,ok,,in-repo,
complete6,random_multistart,6,30,30.0,15.0,15.0,0.5,0.000614166259765625,ok,,in-repo,
complete6,igraph_approx_eades,6,30,30.0,15.0,15.0,0.5,0.0004611015319824219,ok,,external-wrapper,python-igraph==1.0.0
complete6,drmaciver_fas,6,30,30.0,15.0,15.0,0.5,0.001863718032836914,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete7,lrta_full,7,42,42.0,21.0,21.0,0.5,0.0009431838989257812,ok,,in-repo,
complete7,wmsf_seed,7,42,42.0,21.0,21.0,0.5,0.0007107257843017578,ok,,in-repo,
complete7,ipsns_full,7,42,42.0,21.0,21.0,0.5,0.02164936065673828,ok,,in-repo,
complete7,borda_net_score,7,42,42.0,21.0,21.0,0.5,0.00041294097900390625,ok,,in-repo,
complete7,weighted_eades,7,42,42.0,21.0,21.0,0.5,0.00041794776916503906,ok,,in-repo,
complete7,random_multistart,7,42,42.0,21.0,21.0,0.5,0.0006847381591796875,ok,,in-repo,
complete7,igraph_approx_eades,7,42,42.0,21.0,21.0,0.5,0.00043582916259765625,ok,,external-wrapper,python-igraph==1.0.0
complete7,drmaciver_fas,7,42,42.0,21.0,21.0,0.5,0.0015559196472167969,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete8,lrta_full,8,56,56.0,28.0,28.0,0.5,0.0005366802215576172,ok,,in-repo,
complete8,wmsf_seed,8,56,56.0,28.0,28.0,0.5,0.0007021427154541016,ok,,in-repo,
complete8,ipsns_full,8,56,56.0,28.0,28.0,0.5,0.0274660587310791,ok,,in-repo,
complete8,borda_net_score,8,56,56.0,28.0,28.0,0.5,0.00044655799865722656,ok,,in-repo,
complete8,weighted_eades,8,56,56.0,28.0,28.0,0.5,0.00044727325439453125,ok,,in-repo,
complete8,random_multistart,8,56,56.0,28.0,28.0,0.5,0.0007734298706054688,ok,,in-repo,
complete8,igraph_approx_eades,8,56,56.0,28.0,28.0,0.5,0.0004608631134033203,ok,,external-wrapper,python-igraph==1.0.0
complete8,drmaciver_fas,8,56,56.0,28.0,28.0,0.5,0.0019009113311767578,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
complete9,lrta_full,9,72,72.0,36.0,36.0,0.5,0.0005705356597900391,ok,,in-repo,
complete9,wmsf_seed,9,72,72.0,36.0,36.0,0.5,0.0007519721984863281,ok,,in-repo,
complete9,ipsns_full,9,72,72.0,36.0,36.0,0.5,0.04297780990600586,ok,,in-repo,
complete9,borda_net_score,9,72,72.0,36.0,36.0,0.5,0.0008032321929931641,ok,,in-repo,
complete9,weighted_eades,9,72,72.0,36.0,36.0,0.5,0.0004825592041015625,ok,,in-repo,
complete9,random_multistart,9,72,72.0,36.0,36.0,0.5,0.0008437633514404297,ok,,in-repo,
complete9,igraph_approx_eades,9,72,72.0,36.0,36.0,0.5,0.0005121231079101562,ok,,external-wrapper,python-igraph==1.0.0
complete9,drmaciver_fas,9,72,72.0,36.0,36.0,0.5,0.0025725364685058594,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
dene,lrta_full,2,2,6.0,2.0,4.0,0.6666666666666666,0.0004343986511230469,ok,,in-repo,
dene,wmsf_seed,2,2,6.0,2.0,4.0,0.6666666666666666,0.0004246234893798828,ok,,in-repo,
dene,ipsns_full,2,2,6.0,2.0,4.0,0.6666666666666666,0.003670930862426758,ok,,in-repo,
dene,borda_net_score,2,2,6.0,2.0,4.0,0.6666666666666666,0.0003674030303955078,ok,,in-repo,
dene,weighted_eades,2,2,6.0,2.0,4.0,0.6666666666666666,0.0004093647003173828,ok,,in-repo,
dene,random_multistart,2,2,6.0,2.0,4.0,0.6666666666666666,0.0004303455352783203,ok,,in-repo,
dene,igraph_approx_eades,2,2,6.0,2.0,4.0,0.6666666666666666,0.00038695335388183594,ok,,external-wrapper,python-igraph==1.0.0
dene,drmaciver_fas,2,2,6.0,2.0,4.0,0.6666666666666666,0.0021538734436035156,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example-bad1,lrta_full,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.0009596347808837891,ok,,in-repo,
example-bad1,wmsf_seed,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.001207113265991211,ok,,in-repo,
example-bad1,ipsns_full,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.012403249740600586,ok,,in-repo,
example-bad1,borda_net_score,5,6,25016.0,7202.0,17814.0,0.7121042532779022,0.0005037784576416016,ok,,in-repo,
example-bad1,weighted_eades,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.0004856586456298828,ok,,in-repo,
example-bad1,random_multistart,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.0005719661712646484,ok,,in-repo,
example-bad1,igraph_approx_eades,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.0004303455352783203,ok,,external-wrapper,python-igraph==1.0.0
example-bad1,drmaciver_fas,5,6,25016.0,4494.0,20522.0,0.8203549728173969,0.0019958019256591797,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example-bad2,lrta_full,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.0009791851043701172,ok,,in-repo,
example-bad2,wmsf_seed,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.0012319087982177734,ok,,in-repo,
example-bad2,ipsns_full,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.012808561325073242,ok,,in-repo,
example-bad2,borda_net_score,4,8,36446.0,16331.0,20115.0,0.5519124183723866,0.0003998279571533203,ok,,in-repo,
example-bad2,weighted_eades,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.00038814544677734375,ok,,in-repo,
example-bad2,random_multistart,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.0004837512969970703,ok,,in-repo,
example-bad2,igraph_approx_eades,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.0004055500030517578,ok,,external-wrapper,python-igraph==1.0.0
example-bad2,drmaciver_fas,4,8,36446.0,15205.0,21241.0,0.5828074411458047,0.0018198490142822266,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example-bad3,lrta_full,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.0007987022399902344,ok,,in-repo,
example-bad3,wmsf_seed,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.000885009765625,ok,,in-repo,
example-bad3,ipsns_full,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.010743379592895508,ok,,in-repo,
example-bad3,borda_net_score,5,6,9712.0,3883.0,5829.0,0.6001853377265239,0.0004401206970214844,ok,,in-repo,
example-bad3,weighted_eades,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.0004298686981201172,ok,,in-repo,
example-bad3,random_multistart,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.0005211830139160156,ok,,in-repo,
example-bad3,igraph_approx_eades,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.0004093647003173828,ok,,external-wrapper,python-igraph==1.0.0
example-bad3,drmaciver_fas,5,6,9712.0,1165.0,8547.0,0.8800453047775947,0.0018596649169921875,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example,lrta_full,18,32,133693.0,32173.0,101520.0,0.7593516489270193,0.0009868144989013672,ok,,in-repo,
example,wmsf_seed,18,32,133693.0,32703.0,100990.0,0.7553873426432199,0.0012888908386230469,ok,,in-repo,
example,ipsns_full,18,32,133693.0,32173.0,101520.0,0.7593516489270193,0.01716303825378418,ok,,in-repo,
example,borda_net_score,18,32,133693.0,49403.0,84290.0,0.6304742955876523,0.0004830360412597656,ok,,in-repo,
example,weighted_eades,18,32,133693.0,36531.0,97162.0,0.72675457952174,0.0004665851593017578,ok,,in-repo,
example,random_multistart,18,32,133693.0,53614.0,80079.0,0.5989767601893892,0.0008182525634765625,ok,,in-repo,
example,igraph_approx_eades,18,32,133693.0,37070.0,96623.0,0.7227229548293478,0.00045800209045410156,ok,,external-wrapper,python-igraph==1.0.0
example,drmaciver_fas,18,32,133693.0,32703.0,100990.0,0.7553873426432199,0.12549304962158203,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example.new,lrta_full,18,27,150341.0,18638.0,131703.0,0.8760284952208646,0.0006184577941894531,ok,,in-repo,
example.new,wmsf_seed,18,27,150341.0,19736.0,130605.0,0.8687250982765846,0.0006184577941894531,ok,,in-repo,
example.new,ipsns_full,18,27,150341.0,18638.0,131703.0,0.8760284952208646,0.009475231170654297,ok,,in-repo,
example.new,borda_net_score,18,27,150341.0,32504.0,117837.0,0.7837981655037548,0.0004162788391113281,ok,,in-repo,
example.new,weighted_eades,18,27,150341.0,24000.0,126341.0,0.8403629083217485,0.0004677772521972656,ok,,in-repo,
example.new,random_multistart,18,27,150341.0,36817.0,113524.0,0.7551100498200757,0.00077056884765625,ok,,in-repo,
example.new,igraph_approx_eades,18,27,150341.0,24000.0,126341.0,0.8403629083217485,0.0004901885986328125,ok,,external-wrapper,python-igraph==1.0.0
example.new,drmaciver_fas,18,27,150341.0,18638.0,131703.0,0.8760284952208646,0.1225273609161377,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
example-rev,lrta_full,18,32,462.0,118.0,344.0,0.7445887445887446,0.0006422996520996094,ok,,in-repo,
example-rev,wmsf_seed,18,32,462.0,118.0,344.0,0.7445887445887446,0.0006248950958251953,ok,,in-repo,
example-rev,ipsns_full,18,32,462.0,118.0,344.0,0.7445887445887446,0.009934425354003906,ok,,in-repo,
example-rev,borda_net_score,18,32,462.0,203.0,259.0,0.5606060606060606,0.0004258155822753906,ok,,in-repo,
example-rev,weighted_eades,18,32,462.0,141.0,321.0,0.6948051948051948,0.0004489421844482422,ok,,in-repo,
example-rev,random_multistart,18,32,462.0,191.0,271.0,0.5865800865800865,0.0008223056793212891,ok,,in-repo,
example-rev,igraph_approx_eades,18,32,462.0,177.0,285.0,0.6168831168831169,0.0004677772521972656,ok,,external-wrapper,python-igraph==1.0.0
example-rev,drmaciver_fas,18,32,462.0,118.0,344.0,0.7445887445887446,0.12775778770446777,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
gerez,lrta_full,4,16,-113.0,-92.0,-21.0,1.0,0.000484466552734375,ok,,in-repo,
gerez,wmsf_seed,4,16,-113.0,-92.0,-21.0,1.0,0.0005006790161132812,ok,,in-repo,
gerez,ipsns_full,4,16,-113.0,-92.0,-21.0,1.0,0.0005383491516113281,ok,,in-repo,
gerez,borda_net_score,4,16,-113.0,-104.0,-9.0,1.0,0.00039768218994140625,ok,,in-repo,
gerez,weighted_eades,4,16,-113.0,,,,3.8623809814453125e-05,error,negative_weights_detected,in-repo,
gerez,random_multistart,4,16,-113.0,-104.0,-9.0,1.0,0.0005059242248535156,ok,,in-repo,
gerez,igraph_approx_eades,4,16,-113.0,-96.0,-17.0,1.0,0.0004687309265136719,ok,,external-wrapper,python-igraph==1.0.0
gerez,drmaciver_fas,4,16,-113.0,-104.0,-9.0,1.0,0.0016222000122070312,ok,,external-wrapper,16ff24a92fde886e58819180a9fe686e60991c5c
good,lrta_full,4,4,4.0,1.0,3.0,0.75,0.0004153251647949219,ok,,in-repo,
