run_key,instance,file_path,n,m,density,scc_count_nontrivial,largest_scc_fraction,nontrivial_scc_node_fraction,config_id,varied_param,iteration_budget,topk_scc,destroy_addback_frac,destroy_remove_frac,tol,rng_seed,wmsf_seed_mode,seed_ordering,scc_select_mode,initial_seed_method,initial_bw_best_seed,baseline_default_bw,final_bw,abs_improvement_vs_best_seed,normalized_improvement_vs_best_seed,abs_improvement_vs_baseline_default,normalized_improvement_vs_baseline_default,accepted_moves,attempted_moves,first_improvement_iteration,last_improvement_iteration,runtime_sec,quality_per_runtime,termination_reason,runtime_trace_available
bad4__f4f2ad9f29401982,bad4,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad4.d,10,11,0.12222222,1,1.0,1.0,topk_5,topk_scc,400,5,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",877.0,877.0,877.0,0.0,0.0,0.0,0.0,,,,,0.008725,0.0,not_logged_in_stage1_driver,False
bad5__fbd0f98916c7b1f9,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,addback_0.15,destroy_addback_frac,400,15,0.15,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008758,0.0,not_logged_in_stage1_driver,False
bad5__2382eddd5d25f3de,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,addback_0.25,destroy_addback_frac,400,15,0.25,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008634,0.0,not_logged_in_stage1_driver,False
bad5__dd4a9807a57012c1,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,addback_0.35,destroy_addback_frac,400,15,0.35,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008721,0.0,not_logged_in_stage1_driver,False
bad5__acfbcc302267dead,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,baseline_default,baseline,400,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008801,0.0,not_logged_in_stage1_driver,False
bad5__2a53e883be31a5f2,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,iters_100,iters,100,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.002744,0.0,not_logged_in_stage1_driver,False
bad5__66d89a072d30a701,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,iters_200,iters,200,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.004823,0.0,not_logged_in_stage1_driver,False
bad5__60f85b6a5d91d8cc,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,iters_600,iters,600,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.013027,0.0,not_logged_in_stage1_driver,False
bad5__c59891d83218db08,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,remove_0.01,destroy_remove_frac,400,15,0.3,0.01,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008717,0.0,not_logged_in_stage1_driver,False
bad5__ab3d719226f377de,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,remove_0.05,destroy_remove_frac,400,15,0.3,0.05,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008731,0.0,not_logged_in_stage1_driver,False
bad5__7d7f6c4ef43bbeb0,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,rng_2,rng_seed,400,15,0.3,0.02,1e-12,2,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.008868,0.0,not_logged_in_stage1_driver,False
bad5__348e659cb2c704ae,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,rng_3,rng_seed,400,15,0.3,0.02,1e-12,3,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.009313,0.0,not_logged_in_stage1_driver,False
bad5__bb95d3c0e9f2691c,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,topk_10,topk_scc,400,10,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.009076,0.0,not_logged_in_stage1_driver,False
bad5__7fc7dcaefb0e813e,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,topk_20,topk_scc,400,20,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.009002,0.0,not_logged_in_stage1_driver,False
bad5__8249d96cd2396f3b,bad5,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad5.d,10,11,0.12222222,1,1.0,1.0,topk_5,topk_scc,400,5,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",770.0,770.0,770.0,0.0,0.0,0.0,0.0,,,,,0.009182,0.0,not_logged_in_stage1_driver,False
bad6__2a8c0c8ff9946008,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,addback_0.15,destroy_addback_frac,400,15,0.15,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008734,0.0,not_logged_in_stage1_driver,False
bad6__ed8ee8d6613ecd0a,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,addback_0.25,destroy_addback_frac,400,15,0.25,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008429,0.0,not_logged_in_stage1_driver,False
bad6__5bb0dbabe783a8e1,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,addback_0.35,destroy_addback_frac,400,15,0.35,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008682,0.0,not_logged_in_stage1_driver,False
bad6__73185d72e883e400,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,baseline_default,baseline,400,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008821,0.0,not_logged_in_stage1_driver,False
bad6__f7c331d79e46dbc1,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,iters_100,iters,100,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.002708,0.0,not_logged_in_stage1_driver,False
bad6__3da98be37ced3bde,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,iters_200,iters,200,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.004655,0.0,not_logged_in_stage1_driver,False
bad6__0fccd2785b5fd914,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,iters_600,iters,600,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.012242,0.0,not_logged_in_stage1_driver,False
bad6__08b65b573d29c872,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,remove_0.01,destroy_remove_frac,400,15,0.3,0.01,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.00878,0.0,not_logged_in_stage1_driver,False
bad6__fe5dd0152fc71312,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,remove_0.05,destroy_remove_frac,400,15,0.3,0.05,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.00857,0.0,not_logged_in_stage1_driver,False
bad6__0036261398265831,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,rng_2,rng_seed,400,15,0.3,0.02,1e-12,2,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.00846,0.0,not_logged_in_stage1_driver,False
bad6__b47e5f5c53f778ed,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,rng_3,rng_seed,400,15,0.3,0.02,1e-12,3,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008433,0.0,not_logged_in_stage1_driver,False
bad6__b9f3b056ce8e4e1b,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,topk_10,topk_scc,400,10,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008443,0.0,not_logged_in_stage1_driver,False
bad6__39128b1ea52c8dce,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,topk_20,topk_scc,400,20,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.00837,0.0,not_logged_in_stage1_driver,False
bad6__72f1fc2959ce623f,bad6,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad6.d,9,10,0.13888889,1,1.0,1.0,topk_5,topk_scc,400,5,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",218.0,218.0,218.0,0.0,0.0,0.0,0.0,,,,,0.008533,0.0,not_logged_in_stage1_driver,False
bad7__fd65ed9cc7641665,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,addback_0.15,destroy_addback_frac,400,15,0.15,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014003,0.0,not_logged_in_stage1_driver,False
bad7__bcbd772885996348,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,addback_0.25,destroy_addback_frac,400,15,0.25,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014301,0.0,not_logged_in_stage1_driver,False
bad7__bbfb4a4cd7705f40,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,addback_0.35,destroy_addback_frac,400,15,0.35,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.016338,0.0,not_logged_in_stage1_driver,False
bad7__764475e5ff2301da,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,baseline_default,baseline,400,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.013993,0.0,not_logged_in_stage1_driver,False
bad7__7505bc851abf472b,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,iters_100,iters,100,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.00442,0.0,not_logged_in_stage1_driver,False
bad7__2453acdf1cc1b1a9,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,iters_200,iters,200,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.007557,0.0,not_logged_in_stage1_driver,False
bad7__0a0f8b945c87bd77,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,iters_600,iters,600,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.020954,0.0,not_logged_in_stage1_driver,False
bad7__c2c447f523bb35ac,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,remove_0.01,destroy_remove_frac,400,15,0.3,0.01,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014086,0.0,not_logged_in_stage1_driver,False
bad7__127a624ffef0e909,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,remove_0.05,destroy_remove_frac,400,15,0.3,0.05,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014963,0.0,not_logged_in_stage1_driver,False
bad7__6f6c4a4f58fe1f32,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,rng_2,rng_seed,400,15,0.3,0.02,1e-12,2,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.013996,0.0,not_logged_in_stage1_driver,False
bad7__64f56bf2e390b6e7,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,rng_3,rng_seed,400,15,0.3,0.02,1e-12,3,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014131,0.0,not_logged_in_stage1_driver,False
bad7__8a99044494b98d71,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,topk_10,topk_scc,400,10,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.013945,0.0,not_logged_in_stage1_driver,False
bad7__1d83c7951f0a48ff,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,topk_20,topk_scc,400,20,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.013967,0.0,not_logged_in_stage1_driver,False
bad7__5532c37ebcd4a8d2,bad7,/home/soroush/benchmark_sources/graph-benchmarks/core-bad/bad7.d,19,21,0.06140351,1,1.0,1.0,topk_5,topk_scc,400,5,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",1724.0,1724.0,1724.0,0.0,0.0,0.0,0.0,,,,,0.014044,0.0,not_logged_in_stage1_driver,False
grid__472c8e1fc50fc35a,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,addback_0.15,destroy_addback_frac,400,15,0.15,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32957.0,0.0,0.0,-3.0,-9.103598956120653e-05,,,,,0.438153,-6.846923334999418,not_logged_in_stage1_driver,False
grid__a31f179a88ee9759,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,addback_0.25,destroy_addback_frac,400,15,0.25,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32957.0,0.0,0.0,-3.0,-9.103598956120653e-05,,,,,0.448829,-6.684060076331966,not_logged_in_stage1_driver,False
grid__02ba09fbce07acf6,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,addback_0.35,destroy_addback_frac,400,15,0.35,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.445838,0.0,not_logged_in_stage1_driver,False
grid__b0e11aa9f49d4190,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,baseline_default,baseline,400,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.445288,0.0,not_logged_in_stage1_driver,False
grid__49824b156f379c3d,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,iters_100,iters,100,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.224889,0.0,not_logged_in_stage1_driver,False
grid__783166ddaae9f93d,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,iters_200,iters,200,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.301452,0.0,not_logged_in_stage1_driver,False
grid__b5b81b2b9a14d994,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,iters_600,iters,600,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.615578,0.0,not_logged_in_stage1_driver,False
grid__86dc5d1cd8a9c6d1,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,remove_0.01,destroy_remove_frac,400,15,0.3,0.01,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.451016,0.0,not_logged_in_stage1_driver,False
grid__17dda215e05ac235,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,remove_0.05,destroy_remove_frac,400,15,0.3,0.05,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.45308,0.0,not_logged_in_stage1_driver,False
grid__e9a9e29ff047406c,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,rng_2,rng_seed,400,15,0.3,0.02,1e-12,2,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.459921,0.0,not_logged_in_stage1_driver,False
grid__9cfe0f3b932f1796,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,rng_3,rng_seed,400,15,0.3,0.02,1e-12,3,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.459364,0.0,not_logged_in_stage1_driver,False
grid__a16c17e3ea4d6e90,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,topk_10,topk_scc,400,10,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.461927,0.0,not_logged_in_stage1_driver,False
grid__ac32490d7d688212,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,topk_20,topk_scc,400,20,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.459221,0.0,not_logged_in_stage1_driver,False
grid__8fbdf6515455f9ab,grid,/home/soroush/benchmark_sources/graph-benchmarks/core-big/grid.d,1001,3000,0.002997,100,0.00999001,0.999001,topk_5,topk_scc,400,5,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",32957.0,32954.0,32954.0,3.0,9.10277027642079e-05,0.0,0.0,,,,,0.457336,0.0,not_logged_in_stage1_driver,False
r1000__91a396274dcddf11,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,addback_0.15,destroy_addback_frac,400,15,0.15,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4021.0,354.0,0.08091428571428572,34.0,0.008384710234278668,,,,,46.686369,0.7282639607290942,not_logged_in_stage1_driver,False
r1000__f6d235075a3b4256,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,addback_0.25,destroy_addback_frac,400,15,0.25,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,3979.0,396.0,0.09051428571428571,76.0,0.0187422934648582,,,,,52.725025,1.4414407579702426,not_logged_in_stage1_driver,False
r1000__20499be12601b329,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,addback_0.35,destroy_addback_frac,400,15,0.35,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4108.0,267.0,0.06102857142857143,-53.0,-0.013070283600493218,,,,,58.944257,-0.8991546029666639,not_logged_in_stage1_driver,False
r1000__bc9c192c200db75d,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,baseline_default,baseline,400,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,57.635312,0.0,not_logged_in_stage1_driver,False
r1000__3e67d068ec0e4c33,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,iters_100,iters,100,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,14.898492,0.0,not_logged_in_stage1_driver,False
r1000__23a427fc3be0b363,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,iters_200,iters,200,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,29.192075,0.0,not_logged_in_stage1_driver,False
r1000__af77d241b54ce44d,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,iters_600,iters,600,15,0.3,0.02,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,87.045498,0.0,not_logged_in_stage1_driver,False
r1000__74c94ea7b7e381c4,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,remove_0.01,destroy_remove_frac,400,15,0.3,0.01,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4027.0,348.0,0.07954285714285714,28.0,0.0069050554870530205,,,,,57.043107,0.490856853221547,not_logged_in_stage1_driver,False
r1000__e1fbb38b24b88ae0,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,remove_0.05,destroy_remove_frac,400,15,0.3,0.05,1e-12,1,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4059.0,316.0,0.07222857142857143,-4.0,-0.0009864364981504315,,,,,56.055881,-0.07135736569727626,not_logged_in_stage1_driver,False
r1000__1a55392a07fe5aea,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,rng_2,rng_seed,400,15,0.3,0.02,1e-12,2,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,58.170562,0.0,not_logged_in_stage1_driver,False
r1000__0c515661a493090c,r1000,/home/soroush/benchmark_sources/graph-benchmarks/core-big/r1000.d,999,3960,0.00397191,1,0.96096096,0.96096096,rng_3,rng_seed,400,15,0.3,0.02,1e-12,3,full,L2,weighted,"best(LR-TA,WMSF)_no_LNS",4375.0,4055.0,4055.0,320.0,0.07314285714285715,0.0,0.0,,,,,58.134847,0.0,not_logged_in_stage1_driver,False
