instance_id,seed,objective_bw,lr_seed_bw,wmsf_seed_bw,initial_incumbent_bw,improved_over_seed,improvement_abs,improvement_pct,accepted_moves,rejected_moves,best_iteration,runtime_seconds,time_to_best_seconds
bad1,14,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.009877601999960461,0.0
bad1,15,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.010014301999945019,0.0
bad1,16,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.0098062380002375,0.0
bad1,17,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.01029088099994624,0.0
bad1,18,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.010153898999760713,0.0
bad1,19,94.0,94.0,94.0,94.0,False,0.0,0.0,0,400,0,0.009702018000098178,0.0
bad2,0,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008889737000117748,0.0
bad2,1,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008930068999688956,0.0
bad2,2,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008901989000150934,0.0
bad2,3,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008904546999929153,0.0
bad2,4,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.009061057000053552,0.0
bad2,5,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008920769999804179,0.0
bad2,6,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008898502999727498,0.0
bad2,7,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008960389000094438,0.0
bad2,8,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008964925999862317,0.0
bad2,9,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008963993000179471,0.0
bad2,10,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008988529999896855,0.0
bad2,11,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.00897561500005395,0.0
bad2,12,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008925638000164327,0.0
bad2,13,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.009082613999908062,0.0
bad2,14,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008782985999914672,0.0
bad2,15,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.009062224999979662,0.0
bad2,16,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.009028621999732422,0.0
bad2,17,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.00893772799963699,0.0
bad2,18,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.008985820000361855,0.0
bad2,19,180.0,180.0,180.0,180.0,False,0.0,0.0,0,400,0,0.009092675999909261,0.0
bad3,0,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.0051436889998512925,0.0
bad3,1,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.0050878990000455815,0.0
bad3,2,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005062540000380977,0.0
bad3,3,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005119553999975324,0.0
bad3,4,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005145984999671782,0.0
bad3,5,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005051582000305643,0.0
bad3,6,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005087146000278153,0.0
bad3,7,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005197272999794222,0.0
bad3,8,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.0053345119999903545,0.0
bad3,9,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.0051227700000708865,0.0
bad3,10,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005146068000158266,0.0
bad3,11,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005527696999706677,0.0
bad3,12,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005210443000123632,0.0
bad3,13,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005074161000266031,0.0
bad3,14,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005211426000187203,0.0
bad3,15,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005217349000304239,0.0
bad3,16,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005161093999959121,0.0
bad3,17,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005134454999733862,0.0
bad3,18,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005084212999918236,0.0
bad3,19,1519.0,1519.0,1632.0,1519.0,False,0.0,0.0,0,400,0,0.005062726000232942,0.0
bad4,0,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.00840103900009126,0.0
bad4,1,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008538980000139418,0.0
bad4,2,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008410521000314475,0.0
bad4,3,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008501720999902318,0.0
bad4,4,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008382945999983349,0.0
bad4,5,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008359364000170899,0.0
bad4,6,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008460001999992528,0.0
bad4,7,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.00840279499971075,0.0
bad4,8,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008391469999878609,0.0
bad4,9,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008453124999959982,0.0
bad4,10,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008582124999975349,0.0
bad4,11,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.009366607000174554,0.0
bad4,12,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008562618999803817,0.0
bad4,13,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.00867542100013452,0.0
bad4,14,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008459758000299189,0.0
bad4,15,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008406637999996747,0.0
bad4,16,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008528272000148718,0.0
bad4,17,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.00849715100002868,0.0
bad4,18,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008470552999824577,0.0
bad4,19,877.0,877.0,877.0,877.0,False,0.0,0.0,0,400,0,0.008507300000019313,0.0
bad5,0,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008453942999949504,0.0
bad5,1,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008478917000047659,0.0
bad5,2,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008510375999776443,0.0
bad5,3,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.00846777300012036,0.0
bad5,4,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008451282999885734,0.0
bad5,5,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008497100999647955,0.0
bad5,6,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008496460000060324,0.0
bad5,7,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008571452000069257,0.0
bad5,8,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008605711000200245,0.0
bad5,9,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008639883000341797,0.0
bad5,10,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008665474000281392,0.0
bad5,11,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.009038000999680662,0.0
bad5,12,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008633220000319852,0.0
bad5,13,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.00870808500030762,0.0
bad5,14,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008535075000054348,0.0
bad5,15,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.00852195200013739,0.0
bad5,16,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008519391999925574,0.0
bad5,17,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008513195999967138,0.0
bad5,18,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008540687000277103,0.0
bad5,19,770.0,770.0,770.0,770.0,False,0.0,0.0,0,400,0,0.008546133999971062,0.0
bad6,0,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008136381999975129,0.0
bad6,1,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008347758999661892,0.0
bad6,2,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008268573000350443,0.0
bad6,3,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008085053999820957,0.0
bad6,4,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008393592000174976,0.0
bad6,5,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008054721999997128,0.0
bad6,6,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008092472000043927,0.0
bad6,7,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.00806102499973349,0.0
bad6,8,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008024597999792604,0.0
bad6,9,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008045255000070028,0.0
bad6,10,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008074939999914932,0.0
bad6,11,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008078793999629852,0.0
bad6,12,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008055819999754021,0.0
bad6,13,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008076785999946878,0.0
bad6,14,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008049024999763787,0.0
bad6,15,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.0081535869999243,0.0
bad6,16,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008064634999755071,0.0
bad6,17,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008200748000035674,0.0
bad6,18,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.008105879000140703,0.0
bad6,19,218.0,218.0,218.0,218.0,False,0.0,0.0,0,400,0,0.0080586740000399,0.0
bad7,0,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013309548000052018,0.0
bad7,1,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013154443000075844,0.0
bad7,2,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013171476000024995,0.0
bad7,3,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013155884999832779,0.0
bad7,4,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013249246000214043,0.0
bad7,5,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013378781000028539,0.0
bad7,6,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013255733999812946,0.0
bad7,7,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013292604000071151,0.0
bad7,8,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013334801999917545,0.0
bad7,9,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.012918787999751657,0.0
bad7,10,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.01304386300034821,0.0
bad7,11,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013078076000056171,0.0
bad7,12,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.01309434799986775,0.0
bad7,13,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013316623999799049,0.0
bad7,14,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013326094000149169,0.0
bad7,15,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013512177999928099,0.0
bad7,16,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013289141000313975,0.0
bad7,17,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013275520999741275,0.0
bad7,18,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013370667999879515,0.0
bad7,19,1724.0,1724.0,1724.0,1724.0,False,0.0,0.0,0,400,0,0.013424632999885944,0.0
bigkey,0,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2509520390003672,0.0
bigkey,1,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2440449119999357,0.0
bigkey,2,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2621281759998055,0.0
bigkey,3,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2467891360001886,0.0
bigkey,4,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.261963168999955,0.0
bigkey,5,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.3348591240001042,0.0
bigkey,6,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2631920120002178,0.0
bigkey,7,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2625653139998576,0.0
bigkey,8,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.3059442250000757,0.0
bigkey,9,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2545814100003554,0.0
bigkey,10,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2694469070002015,0.0
bigkey,11,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2599206689997118,0.0
bigkey,12,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2580169890002253,0.0
bigkey,13,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.251228016999903,0.0
bigkey,14,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2706618320003145,0.0
bigkey,15,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2593989740003053,0.0
bigkey,16,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2626431170001524,0.0
bigkey,17,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2609520270002577,0.0
bigkey,18,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.283698037999784,0.0
bigkey,19,346181.0,346181.0,347690.0,346181.0,False,0.0,0.0,0,400,0,1.2634209869997903,0.0
complete2,0,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003685961000428506,0.0
complete2,1,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034362579999651643,0.0
complete2,2,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003436186000271846,0.0
complete2,3,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034547719997135573,0.0
complete2,4,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0036993029998484417,0.0
complete2,5,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.00345638599992526,0.0
complete2,6,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034656709999580926,0.0
complete2,7,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034241739999743004,0.0
complete2,8,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034757550001813797,0.0
complete2,9,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003457727000295563,0.0
complete2,10,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034960770003635844,0.0
complete2,11,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0035700110001926078,0.0
complete2,12,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003538793000188889,0.0
complete2,13,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003463038000063534,0.0
complete2,14,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003419299000142928,0.0
complete2,15,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003454283999872132,0.0
complete2,16,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003497370999866689,0.0
complete2,17,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003468376000000717,0.0
complete2,18,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.0034073050001097727,0.0
complete2,19,1.0,1.0,1.0,1.0,False,0.0,0.0,0,400,0,0.003362204000040947,0.0
complete3,0,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0054192669999793,0.0
complete3,1,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005358704999707697,0.0
complete3,2,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005391484000028868,0.0
complete3,3,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005478614000367088,0.0
complete3,4,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005323281000073621,0.0
complete3,5,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0053156839999246586,0.0
complete3,6,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005380421000154456,0.0
complete3,7,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005305268000029173,0.0
complete3,8,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005208293000123376,0.0
complete3,9,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005355984999823704,0.0
complete3,10,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0052415909999581345,0.0
complete3,11,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005274720000215893,0.0
complete3,12,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0053156160001890385,0.0
complete3,13,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005284685999868088,0.0
complete3,14,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005339098000149534,0.0
complete3,15,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0052455300001383875,0.0
complete3,16,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005285915000058594,0.0
complete3,17,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.0053343340000537864,0.0
complete3,18,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005273648999718716,0.0
complete3,19,3.0,3.0,3.0,3.0,False,0.0,0.0,0,400,0,0.005348878999939188,0.0
complete4,0,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.00920522600017648,0.0
complete4,1,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009095058000184508,0.0
complete4,2,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009061371999905532,0.0
complete4,3,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009128117999807728,0.0
complete4,4,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009244831000160048,0.0
complete4,5,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009735171000102127,0.0
complete4,6,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.00938664700015579,0.0
complete4,7,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009357335000004241,0.0
complete4,8,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009216256999934558,0.0
complete4,9,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009541578999687772,0.0
complete4,10,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009259970000130124,0.0
complete4,11,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009266071000183729,0.0
complete4,12,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009337092000350822,0.0
complete4,13,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009277063999888924,0.0
complete4,14,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009240672000032646,0.0
complete4,15,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009124698000050557,0.0
complete4,16,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009093334000226605,0.0
complete4,17,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009098725000058039,0.0
complete4,18,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009070662999874912,0.0
complete4,19,6.0,6.0,6.0,6.0,False,0.0,0.0,0,400,0,0.009085434000098758,0.0
complete5,0,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013191427000037947,0.0
complete5,1,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013103437000154372,0.0
complete5,2,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013181819999772415,0.0
complete5,3,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013300595000146131,0.0
complete5,4,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013189761999910843,0.0
complete5,5,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013579181999830325,0.0
complete5,6,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013390764999712701,0.0
complete5,7,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013354464999792981,0.0
complete5,8,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.01344216300003609,0.0
complete5,9,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013146381999831647,0.0
complete5,10,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013251098000182537,0.0
complete5,11,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013189931999932014,0.0
complete5,12,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013221180000073218,0.0
complete5,13,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013241707000361203,0.0
complete5,14,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013188326000090456,0.0
complete5,15,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013151742000445665,0.0
complete5,16,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013237376999768458,0.0
complete5,17,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013098910000280739,0.0
complete5,18,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.01317049900035272,0.0
complete5,19,10.0,10.0,10.0,10.0,False,0.0,0.0,0,400,0,0.013181735000216577,0.0
complete6,0,15.0,15.0,15.0,15.0,False,0.0,0.0,0,400,0,0.016637797999919712,0.0
complete6,1,15.0,15.0,15.0,15.0,False,0.0,0.0,0,400,0,0.01657285300007061,0.0
complete6,2,15.0,15.0,15.0,15.0,False,0.0,0.0,0,400,0,0.016595455999777187,0.0
complete6,3,15.0,15.0,15.0,15.0,False,0.0,0.0,0,400,0,0.01669889000004332,0.0
complete6,4,15.0,15.0,15.0,15.0,False,0.0,0.0,0,400,0,0.01718118400003732,0.0
