algorithm,k,instance_id,expected_best_k,median_best_k
drmaciver,10,bad3,1519.0,1519.0
drmaciver,10,bad4,877.0,877.0
drmaciver,10,bad5,770.0,770.0
drmaciver,10,bad6,218.0,218.0
drmaciver,10,bad7,1724.0,1724.0
drmaciver,10,bigkey,348172.5475,347696.0
drmaciver,10,complete2,1.0,1.0
drmaciver,10,complete3,3.0,3.0
drmaciver,10,complete4,6.0,6.0
drmaciver,10,complete5,10.0,10.0
drmaciver,10,complete6,15.0,15.0
drmaciver,10,complete7,21.0,21.0
drmaciver,10,complete8,28.0,28.0
drmaciver,10,complete9,36.0,36.0
drmaciver,10,daio_receiver,111114.509,109241.0
drmaciver,10,dene,2.0,2.0
drmaciver,10,dsip,196623.247,197440.0
drmaciver,10,ecc,132029.4575,129791.0
drmaciver,10,example,32173.0,32173.0
drmaciver,10,example-bad1,4494.0,4494.0
drmaciver,10,example-bad2,15205.0,15205.0
drmaciver,10,example-bad3,1165.0,1165.0
drmaciver,10,example-rev,118.0,118.0
drmaciver,10,example.new,18638.0,18638.0
drmaciver,10,good,1.0,1.0
drmaciver,10,gr-paper,5.0,5.0
drmaciver,10,gr0,6410.0,6410.0
drmaciver,10,gr1,15969.0,15969.0
drmaciver,10,gr1-acyclic,0.0,0.0
drmaciver,10,gr10,58481.0,58481.0
drmaciver,10,gr11,12414.0,12414.0
drmaciver,10,gr11d,12414.0,12414.0
drmaciver,10,gr12,2133.0,2133.0
drmaciver,10,gr13,3987.0,3987.0
drmaciver,10,gr14,14651.0,14651.0
drmaciver,10,gr2,5118.0,5118.0
drmaciver,10,gr3,2252.0,2252.0
drmaciver,10,gr4,5118.0,5118.0
drmaciver,10,gr4-shift,5118.0,5118.0
drmaciver,10,gr4-shift2,5118.0,5118.0
drmaciver,10,gr5,5118.0,5118.0
drmaciver,10,gr6,14097.0,14097.0
drmaciver,10,gr8,5118.0,5118.0
drmaciver,10,gr9,6120.0,6120.0
drmaciver,10,green,57.0,57.0
drmaciver,10,green3,11.0,11.0
drmaciver,10,green3nonzero,12.0,12.0
drmaciver,10,green4,34.0,34.0
drmaciver,10,grid,33116.033,32947.0
drmaciver,10,howard-min,11.0,11.0
drmaciver,10,mm30a,102431.545,92947.0
drmaciver,10,mm4a,10109.8075,9457.0
drmaciver,10,mm9a,39505.0455,37812.0
drmaciver,10,mm9b,46297.003,42936.0
drmaciver,10,mult16a,23540.083,21449.0
drmaciver,10,mult16b,22664.737,24076.0
drmaciver,10,mult32a,57852.3575,59126.0
drmaciver,10,parker1986,239734.9145,241493.0
drmaciver,10,phase_decoder,76464.28,77007.0
drmaciver,10,present,40.0,40.0
drmaciver,10,r1000,5057.655,4965.0
drmaciver,10,r20_60,1685.0,1685.0
drmaciver,10,rd_1024_2048_1,661162.3595,652683.0
drmaciver,10,rd_10_30_1997,38091.0,38091.0
drmaciver,10,rd_4_4_90,807.0,807.0
drmaciver,10,rd_4_8_90,7842.0,7842.0
drmaciver,10,rd_5_10_90,6343.0,6343.0
drmaciver,10,rd_big,1499309.999,1478792.0
drmaciver,10,s1423,89960.59,93247.0
drmaciver,10,s208,3581.949,2829.0
drmaciver,10,s27,1918.084,1905.0
drmaciver,10,s344,12743.664,12349.0
drmaciver,10,s349,13054.5385,13135.0
drmaciver,10,s382,17113.3305,16960.0
drmaciver,10,s400,17725.7685,17613.0
drmaciver,10,s420,164.119,158.0
drmaciver,10,s444,15441.7355,14495.0
drmaciver,10,s526,20274.8855,19352.0
drmaciver,10,s526n,21338.953,20477.0
drmaciver,10,s5378,118811.665,117833.0
drmaciver,10,s641,14906.3465,14519.0
drmaciver,10,s713,15245.715,14769.0
drmaciver,10,s838,32168.8515,31924.0
drmaciver,10,s9234,107747.309,104657.0
drmaciver,10,s953,33453.6345,32921.0
drmaciver,10,sample,40.0,40.0
drmaciver,10,sbc,54219.961,46703.0
drmaciver,10,small,0.0,0.0
drmaciver,10,stg,5.0,5.0
drmaciver,10,trace,2.0,2.0
ipsns,20,bad,1.0,1.0
ipsns,20,bad1,94.0,94.0
ipsns,20,bad2,180.0,180.0
ipsns,20,bad3,1519.0,1519.0
ipsns,20,bad4,877.0,877.0
ipsns,20,bad5,770.0,770.0
ipsns,20,bad6,218.0,218.0
ipsns,20,bad7,1724.0,1724.0
ipsns,20,bigkey,346181.0,346181.0
ipsns,20,complete2,1.0,1.0
ipsns,20,complete3,3.0,3.0
ipsns,20,complete4,6.0,6.0
ipsns,20,complete5,10.0,10.0
ipsns,20,complete6,15.0,15.0
ipsns,20,complete7,21.0,21.0
ipsns,20,complete8,28.0,28.0
ipsns,20,complete9,36.0,36.0
ipsns,20,daio_receiver,63398.0,63398.0
ipsns,20,dene,2.0,2.0
ipsns,20,dsip,62462.0,62462.0
ipsns,20,ecc,96836.0,96836.0
ipsns,20,example,32173.0,32173.0
ipsns,20,example-bad1,4494.0,4494.0
ipsns,20,example-bad2,15205.0,15205.0
ipsns,20,example-bad3,1165.0,1165.0
ipsns,20,example-rev,118.0,118.0
ipsns,20,example.new,18638.0,18638.0
ipsns,20,good,1.0,1.0
ipsns,20,gr-paper,5.0,5.0
ipsns,20,gr0,6410.0,6410.0
ipsns,20,gr1,15969.0,15969.0
ipsns,20,gr1-acyclic,0.0,0.0
ipsns,20,gr10,58481.0,58481.0
ipsns,20,gr11,12414.0,12414.0
ipsns,20,gr11d,12414.0,12414.0
ipsns,20,gr12,2133.0,2133.0
ipsns,20,gr13,3987.0,3987.0
ipsns,20,gr14,14651.0,14651.0
ipsns,20,gr2,5118.0,5118.0
ipsns,20,gr3,2252.0,2252.0
ipsns,20,gr4,5118.0,5118.0
ipsns,20,gr4-shift,5118.0,5118.0
ipsns,20,gr4-shift2,5118.0,5118.0
ipsns,20,gr5,5118.0,5118.0
ipsns,20,gr6,14097.0,14097.0
ipsns,20,gr8,5118.0,5118.0
ipsns,20,gr9,6120.0,6120.0
ipsns,20,green,57.0,57.0
ipsns,20,green3,11.0,11.0
ipsns,20,green3nonzero,12.0,12.0
ipsns,20,green4,34.0,34.0
ipsns,20,grid,32954.0,32954.0
ipsns,20,howard-min,11.0,11.0
ipsns,20,mm30a,16351.0,16351.0
ipsns,20,mm4a,4053.0,4053.0
ipsns,20,mm9a,9542.0,9542.0
ipsns,20,mm9b,8278.0,8278.0
ipsns,20,mult16a,14348.0,14348.0
ipsns,20,mult16b,16618.0,16618.0
ipsns,20,mult32a,40635.0,40635.0
ipsns,20,parker1986,122961.0,122961.0
ipsns,20,phase_decoder,46676.0,46676.0
ipsns,20,present,40.0,40.0
ipsns,20,r1000,4055.0,4055.0
ipsns,20,r20_60,1688.0,1688.0
ipsns,20,rd_1024_2048_1,285351.0,285351.0
ipsns,20,rd_10_30_1997,38091.0,38091.0
ipsns,20,rd_4_4_90,807.0,807.0
ipsns,20,rd_4_8_90,7842.0,7842.0
ipsns,20,rd_5_10_90,6343.0,6343.0
ipsns,20,rd_big,1061050.0,1061050.0
ipsns,20,s1423,55340.0,55340.0
ipsns,20,s208,2829.0,2829.0
ipsns,20,s27,1905.0,1905.0
ipsns,20,s344,6001.0,6001.0
ipsns,20,s349,6729.0,6729.0
ipsns,20,s382,10454.0,10454.0
ipsns,20,s400,10329.0,10329.0
ipsns,20,s420,158.0,158.0
ipsns,20,s444,8547.0,8547.0
ipsns,20,s526,16261.0,16261.0
ipsns,20,s526n,14826.0,14826.0
ipsns,20,s5378,8013.0,8013.0
ipsns,20,s641,2403.0,2403.0
ipsns,20,s713,2339.0,2339.0
ipsns,20,s838,16098.0,16098.0
ipsns,20,s9234,29295.0,29295.0
ipsns,20,s953,6228.0,6228.0
ipsns,20,sample,40.0,40.0
ipsns,20,sbc,10094.0,10094.0
ipsns,20,small,0.0,0.0
ipsns,20,stg,5.0,5.0
ipsns,20,trace,2.0,2.0
drmaciver,20,bad,1.0,1.0
drmaciver,20,bad1,94.0,94.0
drmaciver,20,bad2,180.0,180.0
drmaciver,20,bad3,1519.0,1519.0
drmaciver,20,bad4,877.0,877.0
drmaciver,20,bad5,770.0,770.0
drmaciver,20,bad6,218.0,218.0
drmaciver,20,bad7,1724.0,1724.0
drmaciver,20,bigkey,347696.0,347696.0
drmaciver,20,complete2,1.0,1.0
drmaciver,20,complete3,3.0,3.0
drmaciver,20,complete4,6.0,6.0
drmaciver,20,complete5,10.0,10.0
drmaciver,20,complete6,15.0,15.0
drmaciver,20,complete7,21.0,21.0
drmaciver,20,complete8,28.0,28.0
drmaciver,20,complete9,36.0,36.0
drmaciver,20,daio_receiver,109241.0,109241.0
drmaciver,20,dene,2.0,2.0
drmaciver,20,dsip,193196.0,193196.0
drmaciver,20,ecc,129791.0,129791.0
drmaciver,20,example,32173.0,32173.0
drmaciver,20,example-bad1,4494.0,4494.0
drmaciver,20,example-bad2,15205.0,15205.0
drmaciver,20,example-bad3,1165.0,1165.0
drmaciver,20,example-rev,118.0,118.0
drmaciver,20,example.new,18638.0,18638.0
drmaciver,20,good,1.0,1.0
drmaciver,20,gr-paper,5.0,5.0
drmaciver,20,gr0,6410.0,6410.0
drmaciver,20,gr1,15969.0,15969.0
drmaciver,20,gr1-acyclic,0.0,0.0
drmaciver,20,gr10,58481.0,58481.0
drmaciver,20,gr11,12414.0,12414.0
drmaciver,20,gr11d,12414.0,12414.0
drmaciver,20,gr12,2133.0,2133.0
drmaciver,20,gr13,3987.0,3987.0
drmaciver,20,gr14,14651.0,14651.0
drmaciver,20,gr2,5118.0,5118.0
drmaciver,20,gr3,2252.0,2252.0
drmaciver,20,gr4,5118.0,5118.0
drmaciver,20,gr4-shift,5118.0,5118.0
drmaciver,20,gr4-shift2,5118.0,5118.0
drmaciver,20,gr5,5118.0,5118.0
drmaciver,20,gr6,14097.0,14097.0
drmaciver,20,gr8,5118.0,5118.0
drmaciver,20,gr9,6120.0,6120.0
drmaciver,20,green,57.0,57.0
drmaciver,20,green3,11.0,11.0
drmaciver,20,green3nonzero,12.0,12.0
drmaciver,20,green4,34.0,34.0
drmaciver,20,grid,32947.0,32947.0
drmaciver,20,howard-min,11.0,11.0
drmaciver,20,mm30a,92947.0,92947.0
drmaciver,20,mm4a,9457.0,9457.0
drmaciver,20,mm9a,37812.0,37812.0
drmaciver,20,mm9b,42936.0,42936.0
drmaciver,20,mult16a,21449.0,21449.0
drmaciver,20,mult16b,20432.0,20432.0
drmaciver,20,mult32a,55346.0,55346.0
drmaciver,20,parker1986,237363.0,237363.0
drmaciver,20,phase_decoder,72933.0,72933.0
drmaciver,20,present,40.0,40.0
drmaciver,20,r1000,4965.0,4965.0
drmaciver,20,r20_60,1685.0,1685.0
drmaciver,20,rd_1024_2048_1,652683.0,652683.0
drmaciver,20,rd_10_30_1997,38091.0,38091.0
drmaciver,20,rd_4_4_90,807.0,807.0
drmaciver,20,rd_4_8_90,7842.0,7842.0
drmaciver,20,rd_5_10_90,6343.0,6343.0
drmaciver,20,rd_big,1478792.0,1478792.0
drmaciver,20,s1423,86543.0,86543.0
drmaciver,20,s208,2829.0,2829.0
drmaciver,20,s27,1905.0,1905.0
drmaciver,20,s344,12349.0,12349.0
drmaciver,20,s349,12711.0,12711.0
drmaciver,20,s382,16659.0,16659.0
drmaciver,20,s400,17537.0,17537.0
drmaciver,20,s420,158.0,158.0
drmaciver,20,s444,14495.0,14495.0
drmaciver,20,s526,19352.0,19352.0
drmaciver,20,s526n,20477.0,20477.0
drmaciver,20,s5378,117726.0,117726.0
drmaciver,20,s641,14519.0,14519.0
drmaciver,20,s713,14769.0,14769.0
drmaciver,20,s838,31924.0,31924.0
drmaciver,20,s9234,104657.0,104657.0
drmaciver,20,s953,32455.0,32455.0
drmaciver,20,sample,40.0,40.0
drmaciver,20,sbc,46703.0,46703.0
drmaciver,20,small,0.0,0.0
drmaciver,20,stg,5.0,5.0
drmaciver,20,trace,2.0,2.0
